existingItemLabel,newItemLabel,title,subtitle,statedAs,statedAsCreator2,creator,educated at,creatorNew,creatorNew2,CreatorMastersReconciled,creatorDoctoralReconciled,instance of,genre,Den,submittedTo,inception,language,pages,Leaf,page,RomanNumberedPage,degreeSupervisor,degreeSupervisor 1,degreeSupervisor 2,degreeSupervisor 3,degreeSupervisor 4,hdlURI,hdl,OCLCID
,Mechanisms of Group B Streptococcus Colonization and Ascending Infection,Mechanisms of Group B Streptococcus Colonization and Ascending Infection,,Jay Vornhagen,,Jay Vornhagen,University of Washington,,,,Jay Vornhagen,human,doctoral thesis,"doctoral thesis by Jay Vornhagen, 2017",University of Washington,2017,English,"xi, 206 pages ",,206,xi,"Rajagopal, Lakshmi,degree supervisor.",Lakshmi Rajagopal,,,,http://hdl.handle.net/1773/40282,1773/40282,1007778837
,Determinants of Flaviviral Neuropathology,Determinants of Flaviviral Neuropathology,,Kathryn McGuckin Wuertz,,Kathryn McGuckin Wuertz,,,,,Kathryn McGuckin Wuertz,human,doctoral thesis,"doctoral thesis by Kathryn McGuckin Wuertz, 2019",University of Washington,2019,English,"xii, 148 pages ",,148,xii,"Gale, Michael,Jr.,degree supervisor.",Michael Gale,,,,http://hdl.handle.net/1773/43612,1773/43612,1101179475
,Short-term Rapamycin Persistently Improves Cardiac Function After Cessation of Treatment in Aged Male and Female Mice,Short-term Rapamycin Persistently Improves Cardiac Function After Cessation of Treatment in Aged Male and Female Mice,,Ellen Quarles,,Ellen K Quarles,University of Washington,,,,Ellen K Quarles,human,doctoral thesis,"doctoral thesis by Ellen Quarles, 2017",University of Washington,2017,English,"viii, 79 pages ",,79,viii,"Rabinovitch, Peter,degree supervisor.",Peter Rabinovitch,,,,http://hdl.handle.net/1773/40953,1773/40953,1037297459
,Mechanism of Diabetes Remission Induced By the Central Action of Fibroblast Growth Factor 1,Mechanism of Diabetes Remission Induced By the Central Action of Fibroblast Growth Factor 1,,Jenny M. Brown,,Jenny M Brown,University of Washington,,,,Jenny M Brown,human,doctoral thesis,"doctoral thesis by Jenny M. Brown, 2020",University of Washington,2020,English,"vii, 105 pages ",,105,vii,"Schwartz, Michael W.,degree supervisor.",Michael W. Schwartz,,,,http://hdl.handle.net/1773/46146,1773/46146,1196247431
,Regeneration of Retinal Neurons From Müller Glia in Adult Mice,Regeneration of Retinal Neurons From Müller Glia in Adult Mice,,Nikolas L. Jorstad,,Nikolas L Jorstad,University of Washington,,,,Nikolas L Jorstad,human,doctoral thesis,"doctoral thesis by Nikolas L. Jorstad, 2019",University of Washington,2019,English,170 pages ,,170,,"Reh, Thomas A.,degree supervisor.",Thomas A. Reh,,,,http://hdl.handle.net/1773/44419,1773/44419,1125265893
,Sleep Apnea Impairs Hippocampal Function and Adult Neurogenesis,Sleep Apnea Impairs Hippocampal Function and Adult Neurogenesis,,Chelsea M. Pagan,,Chelsea M Pagan,,,,,Chelsea M Pagan,human,doctoral thesis,"doctoral thesis by Chelsea M. Pagan, 2018",University of Washington,2018,English,"x, 159 pages ",,159,x,"Ramirez, Jan-Marino,degree supervisor.",Jan-Marino Ramirez,,,,http://hdl.handle.net/1773/41834,1773/41834,1044763563
,Program Evaluation of Academic Detailing On Naloxone Prescriptions Prescribed in the U.S. Department of Veterans Affairs,Program Evaluation of Academic Detailing On Naloxone Prescriptions Prescribed in the U.S. Department of Veterans Affairs,,Mark Bounthavong,,Mark Bounthavong,,,,,Mark Bounthavong,human,doctoral thesis,"doctoral thesis by Mark Bounthavong, 2018",University of Washington,2018,English,"vi, 98 pages  ",,98,vi,"Devine, Emily Elizabeth,degree supervisor.",Emily Elizabeth Devine,,,,http://hdl.handle.net/1773/42906,1773/42906,1083350995
,Next Generation Sequencing Panels For the Evaluation of Colorectal Cancer and Polyposis Syndromes: A Cost-effectiveness Analysis,Next Generation Sequencing Panels For the Evaluation of Colorectal Cancer and Polyposis Syndromes,A Cost-effectiveness Analysis,Carlos J. Gallego,,Carlos J Gallego,,,,Carlos J Gallego,,human,master's thesis,"master's thesis by Carlos J. Gallego, 2014",University of Washington,2014,English,26 pages ,,26,,"Veenstra, David L.,1967-degree supervisor.",David L. Veenstra,,,,http://hdl.handle.net/1773/26002,1773/26002,907088773
,Using Health Economics Tools to Enhance the Clinical Utility of Artificial Intelligence-based Diagnostics: A Case Study in Breast Cancer Screening,Using Health Economics Tools to Enhance the Clinical Utility of Artificial Intelligence-based Diagnostics,A Case Study in Breast Cancer Screening,Nathaniel Hendrix,,Nathaniel Hendrix,,,,,Nathaniel Hendrix,human,doctoral thesis,"doctoral thesis by Nathaniel Hendrix, 2020",University of Washington,2020,English,"1 online resource v, 46 pages ",,46,v,"Veenstra, David L.,1967-degree supervisor.",David L. Veenstra,,,,http://hdl.handle.net/1773/46332,1773/46332,1240733653
,"Assessing the Availability, Service Quality, and Price of Essential Medicines in Private Pharmacies in Afghanistan","Assessing the Availability, Service Quality, and Price of Essential Medicines in Private Pharmacies in Afghanistan",,Norio Kasahara,,Norio Kasahara,,,,,Norio Kasahara,human,doctoral thesis,"doctoral thesis by Norio Kasahara, 2015",University of Washington,2015,English,"ix, 143 pages ",,143,ix,"Garrison, Louis P.,degree supervisor.",Louis P. Garrison,,,,http://hdl.handle.net/1773/33523,1773/33523,932139431
,Evaluating Methods to Estimate United States Multiple Sclerosis Prevalence From Administrative Health Claims Data,Evaluating Methods to Estimate United States Multiple Sclerosis Prevalence From Administrative Health Claims Data,,Edward Neuberger,,Edward E Neuberger,,,,Edward E Neuberger,,human,master's thesis,"master's thesis by Edward Neuberger, 2019",University of Washington,2019,English,33 pages ,,33,,"Veenstra, David L.,1967-degree supervisor.",David L. Veenstra,,,,http://hdl.handle.net/1773/43945,1773/43945,1114485655
,Antiepileptic Drug Switching and Epilepsy-related Events in Subjects With Epilepsy: A Case-control Analysis of Health Insurance Claims Data,Antiepileptic Drug Switching and Epilepsy-related Events in Subjects With Epilepsy,A Case-control Analysis of Health Insurance Claims Data,Hiep Nguyen,,Hiep T Nguyen,,,,Hiep T Nguyen,,human,master's thesis,"master's thesis by Hiep Nguyen, 2013",University of Washington,2013,English,20 pages,,20,,"Sullivan, Sean D.,degree supervisor.",Sean D. Sullivan,,,,http://hdl.handle.net/1773/22618,1773/22618,877170833
,"Characterizing Healthcare Utilization, Direct Costs, and Comorbidities Associated With Interstitial Cystitis: A Retrospective Claims Analysis","Characterizing Healthcare Utilization, Direct Costs, and Comorbidities Associated With Interstitial Cystitis",A Retrospective Claims Analysis,Amy Tung,,Amy Tung,Macquarie University,,,Amy Tung,,human,master's thesis,"master's thesis by Amy Tung, 2016",University of Washington,2016,English,39 pages ,,39,,"Devine, Emily Elizabeth,degree supervisor.",Emily Elizabeth Devine,,,,http://hdl.handle.net/1773/36463,1773/36463,956452654
,A Pharmacometrics Approach to Understanding Drug Disposition and Drug Interactions in Healthy Individuals and Patients Undergoing Roux-en-y Gastric Bypass,A Pharmacometrics Approach to Understanding Drug Disposition and Drug Interactions in Healthy Individuals and Patients Undergoing Roux-en-y Gastric Bypass,,Kuan-Fu Chen,,Kuan-Fu Chen,,,,,Kuan-Fu Chen,human,doctoral thesis,"doctoral thesis by Kuan-Fu Chen, 2020",University of Washington,2020,English,"iii, 202 pages ",,202,iii,"Lin, Yvonne S.,degree supervisor.",Yvonne S. Lin,,,,http://hdl.handle.net/1773/46149,1773/46149,1196247428
,Influence of Perspective On Preferences For Prostate Cancer Outcomes,Influence of Perspective On Preferences For Prostate Cancer Outcomes,,Katharine S. Gries,,Katharine S Gries,,,,,Katharine S Gries,human,doctoral thesis,"doctoral thesis by Katharine S. Gries, 2014",University of Washington,2014,English,"ix, 96 pages ",,96,ix,"Patrick, Donald L.,degree supervisor.",Donald L. Patrick,,,,http://hdl.handle.net/1773/27382,1773/27382,907088768
,Function and Regulation of Cytochrome P450 4v2 and the Implications in Bietti's Crystalline Dystrophy,Function and Regulation of Cytochrome P450 4v2 and the Implications in Bietti's Crystalline Dystrophy,,Catherine M. Lockhart,,Catherine M Lockhart,,,,,Catherine M Lockhart,human,doctoral thesis,"doctoral thesis by Catherine M. Lockhart, 2016",University of Washington,2016,English,"v, 162 pages ",,162,v,"Kelly, Edward John,1963-degree supervisor.",Edward John Kelly,,,,http://hdl.handle.net/1773/36804,1773/36804,958384123
,Adverse Events Associated With Bevacizumab and Chemotherapy in Older Patients With Metastatic Colorectal Cancer,Adverse Events Associated With Bevacizumab and Chemotherapy in Older Patients With Metastatic Colorectal Cancer,,Veena Shankaran,,Veena Shankaran,,,,Veena Shankaran,,human,master's thesis,"master's thesis by Veena Shankaran, 2012",University of Washington,2012,English,"iii, 23 pages",,23,iii,"Ramsey, Scott D.,thesis advisor.",Scott D. Ramsey,,,,http://hdl.handle.net/1773/20795,1773/20795,826803708
,Assessing the Burden of Worsening Self-reported Vision in Older Americans Using the Health and Retirement Study,Assessing the Burden of Worsening Self-reported Vision in Older Americans Using the Health and Retirement Study,,Vanessa Shih,,Vanessa Shih,National Chengchi University,,,Vanessa Shih,,human,master's thesis,"master's thesis by Vanessa Shih, 2015",University of Washington,2015,English,38 pages,,38,,"Devine, Emily Elizabeth,degree supervisor.",Emily Elizabeth Devine,,,,http://hdl.handle.net/1773/33529,1773/33529,932140846
,"Does Cost-effectiveness Analysis Have a Role in Us Managed Care Drug Formularies?: An Empirical Study of Utilization, Costs, Outcomes, and Elasticity of Demand of a Value-based Formulary",Does Cost-effectiveness Analysis Have a Role in Us Managed Care Drug Formularies?,"An Empirical Study of Utilization, Costs, Outcomes, and Elasticity of Demand of a Value-based Formulary",Kai Yeung,,Kai Yeung,,,,,Kai Yeung,human,doctoral thesis,"doctoral thesis by Kai Yeung, 2015",University of Washington,2015,English,"xi, 51 pages ",,51,xi,"Sullivan, Sean D.,degree supervisor.",Sean D. Sullivan,,,,http://hdl.handle.net/1773/35109,1773/35109,945931181
,The Impact of Cyp3a5 Variation and Pregnancy On the Metabolic Disposition of Calcineurin Inhibitors,The Impact of Cyp3a5 Variation and Pregnancy On the Metabolic Disposition of Calcineurin Inhibitors,,Songmao Zheng,,Songmao Zheng,,,,,Songmao Zheng,human,doctoral thesis,"doctoral thesis by Songmao Zheng, 2012",University of Washington,2012,English,"xx, 223 pages ",,223,xx,"Thummel, Kenneth E.,thesis advisor.",Kenneth E. Thummel,,,,http://hdl.handle.net/1773/21733,1773/21733,853575343
,Structural Basis For Phosphatase Regulation By the Anchoring Protein Akap79,Structural Basis For Phosphatase Regulation By the Anchoring Protein Akap79,,Patrick J. Nygren,,Patrick J Nygren,,,,,Patrick J Nygren,human,doctoral thesis,"doctoral thesis by Patrick J. Nygren, 2015",University of Washington,2015,English,"vi, 71 pages ",,71,vi,"Scott, John D.(Pharmacologist),degree supervisor.",John D.(Pharmacologist) Scott,,,,http://hdl.handle.net/1773/35295,1773/35295,947724809
,Depletion of Dakap1 Signaling Complexes Accompanies Pathological Changes in Mitochondrial Dynamics During Breast Cancer Progression,Depletion of Dakap1 Signaling Complexes Accompanies Pathological Changes in Mitochondrial Dynamics During Breast Cancer Progression,,Stacey Aggarwal,,Stacey Aggarwal,University of Washington,,,,Stacey Aggarwal,human,doctoral thesis,"doctoral thesis by Stacey Aggarwal, 2018",University of Washington,2018,English,"xii, 81 pages ",,81,xii,"Scott, John D.,degree supervisor.",John D. Scott,,,,http://hdl.handle.net/1773/43440,1773/43440,1091057400
,Decoding Protein Kinase Signaling During Mitosis: Exploiting Molecular Scaffolds and Developing Drug-targeting Tools For Studying Local Kinase Biology,Decoding Protein Kinase Signaling During Mitosis,Exploiting Molecular Scaffolds and Developing Drug-targeting Tools For Studying Local Kinase Biology,Paula Bucko,,Paula J Bucko,,,,,Paula J Bucko,human,doctoral thesis,"doctoral thesis by Paula Bucko, 2020",University of Washington,2020,English,"8 pages, 126 pages ",,134,,"Scott, John D.(Pharmacologist),degree supervisor.",John D.(Pharmacologist) Scott,,,,http://hdl.handle.net/1773/46541,1773/46541,1249448428
,Hubbard Model Approach to X-ray Spectroscopy,Hubbard Model Approach to X-ray Spectroscopy,,Towfiq Ahmed,,Towfiq Ahmed,University of Washington,,,,Towfiq Ahmed,human,doctoral thesis,"doctoral thesis by Towfiq Ahmed, 2012",University of Washington,2012,English,"viii, 102 pages ",,102,viii,"Rehr, John J.,1945-thesis advisor.",John J. Rehr,,,,http://hdl.handle.net/1773/21739,1773/21739,855672099
,Reversibility of Sea Ice and Climate Under Global Change,Reversibility of Sea Ice and Climate Under Global Change,,Kyle C. Armour,,Kyle C. Armour,,,,,Kyle C. Armour,human,doctoral thesis,"doctoral thesis by Kyle C. Armour, 2012",University of Washington,2012,English,"x, 114 pages ",,114,x,"Thompson, LuAnne,thesis advisor.",LuAnne Thompson,,,,http://hdl.handle.net/1773/20698,1773/20698,821054761
,On the Determination of Elastic and Inelastic Nuclear Observables From Lattice Qcd,On the Determination of Elastic and Inelastic Nuclear Observables From Lattice Qcd,,Raúl A. Briceño,,Raúl A Briceño,,,,,Raúl A Briceño,human,doctoral thesis,"doctoral thesis by Raúl A. Briceño, 2013",University of Washington,2013,English,"vi, 169 pages ",,169,vi,"Savage, Martin J.(Martin John),degree supervisor.",Martin J.(Martin John) Savage,,,,http://hdl.handle.net/1773/24313,1773/24313,881695527
,Development Towards a Model-dependent Measurement of the [nu] [mu] Charged Current Single [pi] Pion Momentum Spectrum,Development Towards a Model-dependent Measurement of the [nu] [mu] Charged Current Single [pi] Pion Momentum Spectrum,,Kevin Thomas Connolly,,Thomas Kevin Connolly,,,,,Thomas Kevin Connolly,human,doctoral thesis,"doctoral thesis by Kevin Thomas Connolly, 2014",University of Washington,2014,English,"xiv, 145 pages ",,145,xiv,"Wilkes, R. Jeffrey(Richard Jeffrey),1945-degree supervisor.",R. Jeffrey(Richard Jeffrey) Wilkes,,,,http://hdl.handle.net/1773/25997,1773/25997,899003512
,Real-time Core-hole Dynamics in X-ray Spectroscopy,Real-time Core-hole Dynamics in X-ray Spectroscopy,,Andrew J. Lee,,Andrew J Lee,University of Leeds,,,,Andrew J Lee,human,doctoral thesis,"doctoral thesis by Andrew J. Lee, 2014",University of Washington,2014,English,"xi, 118 pages ",,118,xi,"Rehr, John J.,1945-degree supervisor.",John J. Rehr,,,,http://hdl.handle.net/1773/27560,1773/27560,905545882
,Topics in Field Theory and Particle Phenomenology,Topics in Field Theory and Particle Phenomenology,,Sichun Sun,,Sichun Sun,University of Washington,,,,Sichun Sun,human,doctoral thesis,"doctoral thesis by Sichun Sun, 2014",University of Washington,2014,English,"vii, 141 pages ",,141,vii,"Kaplan, David B.,1958-degree supervisor.",David B. Kaplan,,,,http://hdl.handle.net/1773/26808,1773/26808,898215633
,Protoplanetary Disks and Planet Formation: A Computational Perspective,Protoplanetary Disks and Planet Formation,A Computational Perspective,Isaac Backus,,Isaac Backus,Brown University,,,,Isaac Backus,human,doctoral thesis,"doctoral thesis by Isaac Backus, 2017",University of Washington,2017,English,"xix, 173 pages ",,173,xix,"Den Nijs, Marcel,degree supervisor.;Quinn, Thomas Reynolds,degree supervisor.",Marcel Den Nijs, Thomas Reynolds Quinn,,,http://hdl.handle.net/1773/40959,1773/40959,1037950519
,Measuring the Mass of the W Boson With the Last 3.7 Fb⁻¹ of Tevatron Data,Measuring the Mass of the W Boson With the Last 3.7 Fb⁻¹ of Tevatron Data,,Michelle Brochmann,,Michelle B. Brochmann,,,,,Michelle B. Brochmann,human,doctoral thesis,"doctoral thesis by Michelle Brochmann, 2017",University of Washington,2017,English,"xxii, 204 pages ",,204,xxii,"Watts, Gordon T.,1966-degree supervisor.",Gordon T. Watts,,,,http://hdl.handle.net/1773/40288,1773/40288,1007780760
,Harnessing Cell-to-cell Variations to Probe Bacterial Structure and Biophysics,Harnessing Cell-to-cell Variations to Probe Bacterial Structure and Biophysics,,Julie A. Cass,,Julie A Cass,University of Washington,,,,Julie A Cass,human,doctoral thesis,"doctoral thesis by Julie A. Cass, 2017",University of Washington,2017,English,"xviii, 137 pages ",,137,xviii,"Wiggins, Paul A.,degree supervisor.",Paul A. Wiggins,,,,http://hdl.handle.net/1773/40284,1773/40284,1007778585
,Classical and Quantum Computation in Ground States and Beyond,Classical and Quantum Computation in Ground States and Beyond,,Elizabeth Crosson,,Elizabeth Crosson,University of Washington,,,,Elizabeth Crosson,human,doctoral thesis,"doctoral thesis by Elizabeth Crosson, 2015",University of Washington,2015,English,"vi, 100 pages ",,100,vi,"Den Nijs, Marcel,degree supervisor.",Marcel Den Nijs,,,,http://hdl.handle.net/1773/34128,1773/34128,936737683
,Surface Alpha Interactions in P-type Point-contact Hpge Detectors: Maximizing Sensitivity of ⁷⁶ge Neutrinoless Double-beta Decay Searches,Surface Alpha Interactions in P-type Point-contact Hpge Detectors,Maximizing Sensitivity of ⁷⁶ge Neutrinoless Double-beta Decay Searches,Julieta Gruszko,,Julieta Gruszko,University of Washington,,,,Julieta Gruszko,human,doctoral thesis,"doctoral thesis by Julieta Gruszko, 2017",University of Washington,2017,English,"x, 178 pages ",,178,x,"Detwiler, Jason A.,degree supervisor.",Jason A. Detwiler,,,,http://hdl.handle.net/1773/40682,1773/40682,1022285494
,Optical Studies of Ultra-thin Wse₂,Optical Studies of Ultra-thin Wse₂,,Aaron Mitchell Jones,,Aaron Mitchell Jones,University of Washington,,,,Aaron Mitchell Jones,human,doctoral thesis,"doctoral thesis by Aaron Mitchell Jones, 2015",University of Washington,2015,English,"viii, 103 pages ",,103,viii,"Xu, Xiaodong(Physicist),degree supervisor.",Xiaodong(Physicist) Xu,,,,http://hdl.handle.net/1773/34134,1773/34134,936738781
,Improving Axion Signal Models Through N-body Simulations,Improving Axion Signal Models Through N-body Simulations,,Erik W. Lentz,,Erik W. Lentz,University of Washington,,,,Erik W. Lentz,human,doctoral thesis,"doctoral thesis by Erik W. Lentz, 2017",University of Washington,2017,English,"xvi, 302 pages ",,302,xvi,"Rosenberg, Leslie J.,degree supervisor.",Leslie J. Rosenberg,,,,http://hdl.handle.net/1773/40961,1773/40961,1037950820
,The Structure and Dynamics of the Bacterial Replisome,The Structure and Dynamics of the Bacterial Replisome,,Sarah M. Mangiameli,,Sarah M Mangiameli,,,,,Sarah M Mangiameli,human,doctoral thesis,"doctoral thesis by Sarah M. Mangiameli, 2017",University of Washington,2017,English,xxiii-145 pages ,,145,,"Wiggins, Paul A.,degree supervisor.",Paul A. Wiggins,,,,http://hdl.handle.net/1773/40673,1773/40673,1022284968
,Interlayer Valley Excitons in Two-dimensional Semiconductor Heterostructures,Interlayer Valley Excitons in Two-dimensional Semiconductor Heterostructures,,Pasqual Rivera,,Pasqual Rivera,,,,,Pasqual Rivera,human,doctoral thesis,"doctoral thesis by Pasqual Rivera, 2018",University of Washington,2018,English,"ix, 123 pages  ",,123,ix,"Xu, Xiaodong(Physicist),degree supervisor.",Xiaodong(Physicist) Xu,,,,http://hdl.handle.net/1773/43134,1773/43134,1088413861
,"An Investigation of Student Difficulties in Qualitative and Quantitative Physics Problems: Examples From Linear Kinematics, Rolling Motion, Fluid Mechanics, and Vector Superposition",An Investigation of Student Difficulties in Qualitative and Quantitative Physics Problems,"Examples From Linear Kinematics, Rolling Motion, Fluid Mechanics, and Vector Superposition",Sheh Lit Chang,,Sheh Lit Chang,University of Washington,,,,Sheh Lit Chang,human,doctoral thesis,"doctoral thesis by Sheh Lit Chang, 2020",University of Washington,2020,English,"xxxi, 771 pages ",,771,xxxi,"Shaffer, Peter S.,degree supervisor.http://www.wikidata.org/entity/Q101445584",Q101445584,,,,http://hdl.handle.net/1773/46158,1773/46158,1196243259
,Emergent Phenomena in Two-dimensional Magnetic Crystals,Emergent Phenomena in Two-dimensional Magnetic Crystals,,Bevin Huang,,Bevin Huang,University of Washington,,,,Bevin Huang,human,doctoral thesis,"doctoral thesis by Bevin Huang, 2020",University of Washington,2020,English,"2 pages, x, 119 pages ",,121,x,"Xu, Xiaodong(Physicist),degree supervisor.",Xiaodong(Physicist) Xu,,,,http://hdl.handle.net/1773/46553,1773/46553,1245875816
,Optical Study of 2d Magnets and Their Heterostructures For Valleytronics,Optical Study of 2d Magnets and Their Heterostructures For Valleytronics,,Ding Zhong,,Ding Zhong,Peking University,,,,Ding Zhong,human,doctoral thesis,"doctoral thesis by Ding Zhong, 2019",University of Washington,2019,English,"xiii, 133 pages ",,133,xiii,"Xu, Xiaodong(Physicist),degree supervisor.http://www.wikidata.org/entity/Q107334380",Q107334380,,,,http://hdl.handle.net/1773/44425,1773/44425,1125266195
,Spike-timing Dependent Plasticity and Connectivity in Primate Sensorimotor Cortex,Spike-timing Dependent Plasticity and Connectivity in Primate Sensorimotor Cortex,,Stephanie Seeman,,Stephanie C Seeman,,,,,Stephanie C Seeman,human,doctoral thesis,"doctoral thesis by Stephanie Seeman, 2016",University of Washington,2016,English,"vii, 113 pages ",,113,vii,"Perlmutter, Steve Ian,1957-degree supervisor.",Steve Ian Perlmutter,,,,http://hdl.handle.net/1773/37224,1773/37224,972350433
,When the Whistle Didn't Blow: The Politics of Organizational Dissent At the Hanford Nuclear Site,When the Whistle Didn't Blow,The Politics of Organizational Dissent At the Hanford Nuclear Site,Angela Day,,Angela Day,,,,,Angela Day,human,doctoral thesis,"doctoral thesis by Angela Day, 2014",University of Washington,2014,English,"ix, 227 pages ",,227,ix,"McCann, Michael W.,1952-degree supervisor.",Michael W. McCann,,,,http://hdl.handle.net/1773/27566,1773/27566,904735727
,"Acculturation, Family Context, and Mexican Origin Youth Substance Use Risk Across Time","Acculturation, Family Context, and Mexican Origin Youth Substance Use Risk Across Time",,Rick A. Cruz,,Rick A. Cruz,University of Washington,,,,Rick A. Cruz,human,doctoral thesis,"doctoral thesis by Rick A. Cruz, 2014",University of Washington,2014,English,237 pages ,,237,,"King, Kevin M.,degree supervisor.",Kevin M. King,,,,http://hdl.handle.net/1773/26129,1773/26129,899012276
,Ignorance Is Bliss: Increasing Predictability Increases Fear Generalization in Individuals With Higher Neuroticism,Ignorance Is Bliss,Increasing Predictability Increases Fear Generalization in Individuals With Higher Neuroticism,Natalia M. Garcia,,Natalia M Garcia,University of Washington,,,Natalia M Garcia,,human,master's thesis,"master's thesis by Natalia M. Garcia, 2014",University of Washington,2014,English,39 pages ,,39,,"Zoellner, Lori A.,degree supervisor.",Lori A. Zoellner,,,,http://hdl.handle.net/1773/27572,1773/27572,904826376
,The Roles of Respiratory Sinus Arrhythmia Reactivity and Intimate Partner Violence in Childhood As Predictors of Adolescent Risky Behavior,The Roles of Respiratory Sinus Arrhythmia Reactivity and Intimate Partner Violence in Childhood As Predictors of Adolescent Risky Behavior,,Charlotte Heleniak,,Charlotte Heleniak,,,,Charlotte Heleniak,,human,master's thesis,"master's thesis by Charlotte Heleniak, 2013",University of Washington,2013,English,37 pages,,37,,"Katz, Lynn F.,degree supervisor.",Lynn F. Katz,,,,http://hdl.handle.net/1773/25077,1773/25077,882277309
,"Culture and Intimate Partner Violence: The Impact of Loss of Face, Acculturation, and Trauma History On Asian American Women's In-the-moment Behavioral Intentions and Risk Perception",Culture and Intimate Partner Violence,"The Impact of Loss of Face, Acculturation, and Trauma History On Asian American Women's In-the-moment Behavioral Intentions and Risk Perception",Hong Viet Nguyen,,Nguyễn Hồng Việt,,,,,Nguyễn Hồng Việt,human,doctoral thesis,"doctoral thesis by Hong Viet Nguyen, 2014",University of Washington,2014,English,"iii, 140 pages ",,140,iii,"George, William,1954-degree supervisor.",William George,,,,http://hdl.handle.net/1773/26131,1773/26131,900901457
,Understanding the Roles of Appraisal and Coping in the Presence of Cumulative Risk: Test of Mediating and Moderating Effects,Understanding the Roles of Appraisal and Coping in the Presence of Cumulative Risk,Test of Mediating and Moderating Effects,Stephanie F. Thompson,,Stephanie F Thompson,,,,Stephanie F Thompson,,human,master's thesis,"master's thesis by Stephanie F. Thompson, 2012",University of Washington,2012,English,44 pages ,,44,,"Lengua, Liliana J.,thesis advisor.",Liliana J. Lengua,,,,http://hdl.handle.net/1773/22481,1773/22481,857727826
,Bi-directional Growth of Effortful Control and Respiratory Sinus Arrhythmia and Their Relation to Adjustment in Preschool Age Children,Bi-directional Growth of Effortful Control and Respiratory Sinus Arrhythmia and Their Relation to Adjustment in Preschool Age Children,,Maureen Zalewski,,Maureen Zalewski,,,,,Maureen Zalewski,human,doctoral thesis,"doctoral thesis by Maureen Zalewski, 2012",University of Washington,2012,English,84 pages ,,84,,"Lengua, LIliana J.,thesis advisor.",LIliana J. Lengua,,,,http://hdl.handle.net/1773/22485,1773/22485,857727516
,The Emotional Benefits of Generosity: Children's Experiences and Beliefs Regarding Giving and Happiness,The Emotional Benefits of Generosity,Children's Experiences and Beliefs Regarding Giving and Happiness,Anne A. Fast,,Anne A Fast,,,,,Anne A Fast,human,doctoral thesis,"doctoral thesis by Anne A. Fast, 2018",University of Washington,2018,English,155 pages ,,155,,"Olson, Kristina(Kristina Reiss),degree supervisor.",Kristina(Kristina Reiss) Olson,,,,http://hdl.handle.net/1773/43136,1773/43136,1088413932
,Variations in Children's Generosity: Reputation and the Role of Mutual Identification,Variations in Children's Generosity,Reputation and the Role of Mutual Identification,Anne A. Fast,,Anne A Fast,,,,Anne A Fast,,human,master's thesis,"master's thesis by Anne A. Fast, 2015",University of Washington,2015,English,42 pages ,,42,,"Olson, Kristina(Kristina Reiss),degree supervisor.",Kristina(Kristina Reiss) Olson,,,,http://hdl.handle.net/1773/34150,1773/34150,936743332
,Reducing Sexual Assault and Re-assault On College Campuses,Reducing Sexual Assault and Re-assault On College Campuses,,Amanda K. Gilmore,,Amanda K. Gilmore,,,,,Amanda K. Gilmore,human,doctoral thesis,"doctoral thesis by Amanda K. Gilmore, 2015",University of Washington,2015,English,89 pages ,,89,,"George, William,1954-degree supervisor.",William George,,,,http://hdl.handle.net/1773/34159,1773/34159,936745575
,"Interpersonal Violence Exposure, Social Cognition, and Aggression in Adolescence","Interpersonal Violence Exposure, Social Cognition, and Aggression in Adolescence",,Charlotte Heleniak,,Charlotte Heleniak,,,,,Charlotte Heleniak,human,doctoral thesis,"doctoral thesis by Charlotte Heleniak, 2018",University of Washington,2018,English,67 pages ,,67,,"McLaughlin, Katie A.,degree supervisor.",Katie A. McLaughlin,,,,http://hdl.handle.net/1773/43137,1773/43137,1088414009
,"Preliminary Development and Psychometric Evaluation of the Acl Scale: Factor Structure, Measurement Invariance, Reliability, and Validity",Preliminary Development and Psychometric Evaluation of the Acl Scale,"Factor Structure, Measurement Invariance, Reliability, and Validity",Adam M. Kuczynski,,Adam M Kuczynski,University of Washington,,,Adam M Kuczynski,,human,master's thesis,"master's thesis by Adam M. Kuczynski, 2016",University of Washington,2016,English,58 pages,,58,,"Kohlenberg, Robert J.,degree supervisor.;Kanter, Jonathan W.,degree supervisor.",Robert J. Kohlenberg, Jonathan W. Kanter,,,http://hdl.handle.net/1773/37231,1773/37231,972350707
,Differential Associations of Threat and Deprivation With Emotion Regulation and Cognitive Control in Adolescence,Differential Associations of Threat and Deprivation With Emotion Regulation and Cognitive Control in Adolescence,,Hilary K. Lambert,,Hilary K Lambert,,,,Hilary K Lambert,,human,master's thesis,"master's thesis by Hilary K. Lambert, 2016",University of Washington,2016,English,44 pages ,,44,,"McLaughlin, Katie A.,degree supervisor.",Katie A. McLaughlin,,,,http://hdl.handle.net/1773/38203,1773/38203,983467200
,Child Maltreatment and Emotion Regulation Networks,Child Maltreatment and Emotion Regulation Networks,,Matthew Peverill,,Matthew Peverill,University of Washington,,,Matthew Peverill,,human,master's thesis,"master's thesis by Matthew Peverill, 2017",University of Washington,2017,English,21 pages ,,21,,"McLaughlin, Katie A.,degree supervisor.",Katie A. McLaughlin,,,,http://hdl.handle.net/1773/38677,1773/38677,990793490
